# Simulation 1 (Up to date)
# 1008 data points written for 16 variables.
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Lateral velocity (ft/s),Lateral acceleration (G),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
66.268,8490.5,-66.379,0.0023667,66.431,0.020406,7.9707,0.020269,3498014,0,239.67,NaN,NaN,NaN,NaN,NaN
66.768,8457.3,-66.345,0.0020768,66.379,0.0029985,7.9359,0.0021628,3498327,0,239.55,NaN,NaN,NaN,NaN,NaN
67.268,8424.1,-66.31,0.0021688,66.348,0.008898,8.0747,0.0086296,3499736,0,239.58,NaN,NaN,NaN,NaN,NaN
67.768,8391,-66.275,0.0021853,66.313,0.010243,7.9137,0.010007,3500959,0,239.59,NaN,NaN,NaN,NaN,NaN
68.268,8357.9,-66.24,0.0021903,66.279,0.011103,7.7386,0.010885,3502162,0,239.59,NaN,NaN,NaN,NaN,NaN
68.768,8324.8,-66.206,0.002134,66.24,0.0050814,7.6644,0.0046116,3503156,0,239.57,NaN,NaN,NaN,NaN,NaN
69.268,8291.7,-66.17,0.0021806,66.208,0.009477,7.516,0.0092227,3504463,0,239.59,NaN,NaN,NaN,NaN,NaN
69.768,8258.6,-66.134,0.002271,66.18,0.017165,7.2423,0.017014,3505966,0,239.64,NaN,NaN,NaN,NaN,NaN
70.268,8225.5,-66.1,0.0020968,66.135,0.0074053,7.1281,0.0071022,3506622,0,239.57,NaN,NaN,NaN,NaN,NaN
70.768,8192.5,-66.065,0.002207,66.107,0.014662,7.3613,0.014494,3508126,0,239.61,NaN,NaN,NaN,NaN,NaN
71.268,8159.5,-66.031,0.0020937,66.066,0.0071148,7.4706,0.0067997,3508939,0,239.57,NaN,NaN,NaN,NaN,NaN
71.768,8126.5,-65.996,0.0021917,66.038,0.014116,7.695,0.013944,3510399,0,239.61,NaN,NaN,NaN,NaN,NaN
72.268,8093.5,-65.963,0.0020641,65.996,0.0023819,7.6758,0.0011887,3511152,0,239.56,NaN,NaN,NaN,NaN,NaN
72.768,8060.5,-65.926,0.0022923,65.976,0.02025,7.3522,0.02012,3513049,0,239.66,NaN,NaN,NaN,NaN,NaN
73.268,8027.5,-65.89,0.0022282,65.94,0.02122,7.0127,0.021103,3514121,0,239.65,NaN,NaN,NaN,NaN,NaN
73.768,7994.6,-65.858,0.0019566,65.89,0.0028824,6.9786,0.0021166,3514412,0,239.53,NaN,NaN,NaN,NaN,NaN
74.268,7961.7,-65.823,0.0022268,65.871,0.019733,7.2941,0.019607,3516370,0,239.65,NaN,NaN,NaN,NaN,NaN
74.768,7928.8,-65.791,0.0019844,65.823,0.0051097,7.3698,0.0047086,3516757,0,239.54,NaN,NaN,NaN,NaN,NaN
75.268,7895.9,-65.758,0.0020421,65.791,0.0052711,7.448,0.0048595,3517995,0,239.56,NaN,NaN,NaN,NaN,NaN
75.768,7863,-65.722,0.0022394,65.77,0.019545,7.1356,0.019416,3519776,0,239.65,NaN,NaN,NaN,NaN,NaN
76.268,7830.2,-65.689,0.0020317,65.725,0.010039,7.2938,0.0098318,3520308,0,239.57,NaN,NaN,NaN,NaN,NaN
76.768,7797.3,-65.656,0.0020322,65.691,0.0075443,7.1769,0.0072655,3521390,0,239.56,NaN,NaN,NaN,NaN,NaN
77.268,7764.5,-65.622,0.0021154,65.658,0.0083557,7.0469,0.0080835,3522768,0,239.58,NaN,NaN,NaN,NaN,NaN
77.768,7731.7,-65.584,0.0023563,65.637,0.021533,6.7026,0.021403,3524776,0,239.69,NaN,NaN,NaN,NaN,NaN
78.268,7698.9,-65.551,0.0020605,65.585,0.0031268,6.6647,0.0023518,3525106,0,239.57,NaN,NaN,NaN,NaN,NaN
78.768,7666.2,-65.517,0.0021278,65.551,0.0021912,6.6732,5.23e-4,3526458,0,239.58,NaN,NaN,NaN,NaN,NaN
79.268,7633.4,-65.482,0.0021755,65.518,0.0055746,6.7557,0.0051326,3527800,0,239.6,NaN,NaN,NaN,NaN,NaN
79.768,7600.7,-65.447,0.0021974,65.484,0.0076601,6.8738,0.0073382,3529093,0,239.61,NaN,NaN,NaN,NaN,NaN
80.268,7568,-65.412,0.0021852,65.448,0.0068114,6.9776,0.0064514,3530287,0,239.6,NaN,NaN,NaN,NaN,NaN
80.768,7535.3,-65.373,0.0023879,65.426,0.021264,7.3175,0.021129,3532231,0,239.7,NaN,NaN,NaN,NaN,NaN
81.268,7502.6,-65.34,0.002058,65.373,0.0032215,7.2776,0.0024784,3532470,0,239.57,NaN,NaN,NaN,NaN,NaN
81.768,7469.9,-65.306,0.0021367,65.342,0.0079501,7.1544,0.0076575,3533871,0,239.59,NaN,NaN,NaN,NaN,NaN
82.268,7437.3,-65.271,0.002123,65.306,0.0028058,7.1839,0.0018344,3535018,0,239.59,NaN,NaN,NaN,NaN,NaN
82.768,7404.7,-65.237,0.0021438,65.272,0.0040291,7.2388,0.0034114,3536274,0,239.59,NaN,NaN,NaN,NaN,NaN
83.268,7372.1,-65.2,0.0022868,65.247,0.017035,7.5103,0.01688,3537982,0,239.66,NaN,NaN,NaN,NaN,NaN
83.768,7339.5,-65.167,0.0020715,65.2,0.0021883,7.499,7.0544e-4,3538547,0,239.58,NaN,NaN,NaN,NaN,NaN
84.268,7306.9,-65.129,0.0023319,65.182,0.021681,7.1522,0.021555,3540612,0,239.69,NaN,NaN,NaN,NaN,NaN
84.768,7274.3,-65.095,0.0021237,65.137,0.015761,6.901,0.015617,3541253,0,239.62,NaN,NaN,NaN,NaN,NaN
85.268,7241.8,-65.062,0.0020832,65.1,0.012343,7.0967,0.012166,3542306,0,239.6,NaN,NaN,NaN,NaN,NaN
85.768,7209.3,-65.028,0.0020714,65.065,0.0094876,7.2457,0.0092587,3543421,0,239.59,NaN,NaN,NaN,NaN,NaN
86.268,7176.8,-64.995,0.0020509,65.028,0.0025462,7.2699,0.001509,3544498,0,239.57,NaN,NaN,NaN,NaN,NaN
86.768,7144.3,-64.962,0.0020824,64.996,0.0034033,7.2266,0.0026918,3545744,0,239.58,NaN,NaN,NaN,NaN,NaN
87.268,7111.8,-64.926,0.0022601,64.973,0.018766,6.927,0.018629,3547539,0,239.67,NaN,NaN,NaN,NaN,NaN
87.768,7079.3,-64.893,0.0020177,64.926,0.0044456,6.8632,0.0039614,3548005,0,239.57,NaN,NaN,NaN,NaN,NaN
88.268,7046.9,-64.86,0.0020672,64.894,0.00662,6.7621,0.006289,3549292,0,239.59,NaN,NaN,NaN,NaN,NaN
88.768,7014.5,-64.827,0.0020639,64.86,0.0037683,6.7113,0.0031529,3550438,0,239.58,NaN,NaN,NaN,NaN,NaN
89.268,6982.1,-64.792,0.0021386,64.831,0.011725,6.8968,0.011528,3551859,0,239.62,NaN,NaN,NaN,NaN,NaN
89.768,6949.7,-64.759,0.0020443,64.792,0.0032336,6.9371,0.0025054,3552745,0,239.58,NaN,NaN,NaN,NaN,NaN
90.268,6917.3,-64.726,0.0020811,64.761,0.0072724,7.0492,0.0069682,3554017,0,239.59,NaN,NaN,NaN,NaN,NaN
90.768,6885,-64.689,0.0022924,64.742,0.021954,7.4004,0.021834,3555942,0,239.7,NaN,NaN,NaN,NaN,NaN
91.268,6852.6,-64.657,0.0020043,64.693,0.011604,7.5843,0.01143,3556278,0,239.59,NaN,NaN,NaN,NaN,NaN
91.768,6820.3,-64.625,0.0019767,64.658,0.0057007,7.4983,0.005347,3557289,0,239.57,NaN,NaN,NaN,NaN,NaN
92.268,6788,-64.592,0.002023,64.626,0.007146,7.388,0.0068537,3558544,0,239.58,NaN,NaN,NaN,NaN,NaN
92.768,6755.7,-64.56,0.0020204,64.593,0.004606,7.3214,0.0041393,3559668,0,239.58,NaN,NaN,NaN,NaN,NaN
93.268,6723.4,-64.526,0.0020961,64.565,0.012027,7.512,0.011843,3561069,0,239.61,NaN,NaN,NaN,NaN,NaN
93.768,6691.2,-64.494,0.001996,64.526,0.002772,7.481,0.0019236,3561910,0,239.57,NaN,NaN,NaN,NaN,NaN
94.268,6659,-64.462,0.002015,64.494,0.0028845,7.5142,0.002064,3563090,0,239.58,NaN,NaN,NaN,NaN,NaN
94.768,6626.7,-64.428,0.0021104,64.468,0.01395,7.2924,0.01379,3564561,0,239.62,NaN,NaN,NaN,NaN,NaN
95.268,6594.5,-64.396,0.0019759,64.428,0.0031816,7.2523,0.0024936,3565303,0,239.57,NaN,NaN,NaN,NaN,NaN
95.768,6562.3,-64.364,0.0020084,64.397,0.0056028,7.3364,0.0052305,3566519,0,239.58,NaN,NaN,NaN,NaN,NaN
96.268,6530.2,-64.331,0.0020008,64.364,0.0036523,7.3856,0.0030555,3567621,0,239.58,NaN,NaN,NaN,NaN,NaN
96.768,6498,-64.297,0.0021416,64.341,0.016838,7.6542,0.016701,3569249,0,239.65,NaN,NaN,NaN,NaN,NaN
97.268,6465.9,-64.266,0.0019441,64.298,0.0059832,7.5632,0.0056586,3569794,0,239.57,NaN,NaN,NaN,NaN,NaN
97.768,6433.7,-64.234,0.0019569,64.266,0.0025314,7.589,0.0016057,3570919,0,239.57,NaN,NaN,NaN,NaN,NaN
98.268,6401.6,-64.199,0.0021612,64.246,0.019767,7.2729,0.019649,3572740,0,239.66,NaN,NaN,NaN,NaN,NaN
98.768,6369.5,-64.169,0.0018843,64.199,0.0021049,7.2579,9.3808e-4,3573031,0,239.55,NaN,NaN,NaN,NaN,NaN
99.268,6337.5,-64.138,0.0019576,64.171,0.0071033,7.3677,0.0068282,3574322,0,239.58,NaN,NaN,NaN,NaN,NaN
99.768,6305.4,-64.106,0.0019431,64.138,0.0020189,7.3765,5.4808e-4,3575366,0,239.57,NaN,NaN,NaN,NaN,NaN
100.27,6273.4,-64.074,0.0019854,64.108,0.0075437,7.4936,0.0072778,3576603,0,239.59,NaN,NaN,NaN,NaN,NaN
100.77,6241.3,-64.042,0.0019933,64.077,0.0094555,7.6423,0.009243,3577755,0,239.59,NaN,NaN,NaN,NaN,NaN
101.27,6209.3,-64.009,0.002095,64.053,0.018323,7.3495,0.018203,3579251,0,239.65,NaN,NaN,NaN,NaN,NaN
101.77,6177.3,-63.973,0.0022222,64.032,0.027123,6.9146,0.027032,3580938,0,239.72,NaN,NaN,NaN,NaN,NaN
102.27,6145.3,-63.945,0.0017475,63.974,0.0046006,6.9831,0.0042558,3580588,0,239.53,NaN,NaN,NaN,NaN,NaN
102.77,6113.4,-63.912,0.0020244,63.952,0.015456,7.2296,0.015322,3582496,0,239.62,NaN,NaN,NaN,NaN,NaN
103.27,6081.4,-63.881,0.0019416,63.913,0.0052479,7.308,0.0048756,3583366,0,239.58,NaN,NaN,NaN,NaN,NaN
103.77,6049.5,-63.849,0.002005,63.882,0.0052748,7.3865,0.0048788,3584688,0,239.59,NaN,NaN,NaN,NaN,NaN
104.27,6017.6,-63.814,0.0021476,63.857,0.01629,7.1267,0.016147,3586354,0,239.65,NaN,NaN,NaN,NaN,NaN
104.77,5985.7,-63.782,0.0019985,63.816,0.0070658,7.2357,0.0067772,3587108,0,239.59,NaN,NaN,NaN,NaN,NaN
105.27,5953.8,-63.749,0.0020551,63.785,0.010389,7.3996,0.010184,3588463,0,239.62,NaN,NaN,NaN,NaN,NaN
105.77,5921.9,-63.716,0.0020749,63.754,0.012878,7.1951,0.01271,3589738,0,239.63,NaN,NaN,NaN,NaN,NaN
106.27,5890.1,-63.678,0.0023248,63.738,0.026634,6.7683,0.026533,3591863,0,239.75,NaN,NaN,NaN,NaN,NaN
106.77,5858.3,-63.649,0.001838,63.679,0.0042755,6.7062,0.0038602,3591575,0,239.56,NaN,NaN,NaN,NaN,NaN
107.27,5826.4,-63.618,0.0019326,63.649,0.0033067,6.7493,0.0026832,3592929,0,239.58,NaN,NaN,NaN,NaN,NaN
107.77,5794.6,-63.586,0.0019785,63.618,0.0030066,6.7857,0.0022639,3594196,0,239.59,NaN,NaN,NaN,NaN,NaN
108.27,5762.9,-63.554,0.0019977,63.586,0.0023688,6.8062,0.0012728,3595410,0,239.59,NaN,NaN,NaN,NaN,NaN
108.77,5731.1,-63.521,0.0020162,63.554,0.0052459,6.7283,0.004843,3596640,0,239.6,NaN,NaN,NaN,NaN,NaN
109.27,5699.3,-63.489,0.0020263,63.523,0.0074557,6.6129,0.0071751,3597861,0,239.61,NaN,NaN,NaN,NaN,NaN
109.77,5667.6,-63.456,0.0020068,63.49,0.0061929,6.5186,0.0058587,3598986,0,239.6,NaN,NaN,NaN,NaN,NaN
110.27,5635.9,-63.422,0.0021,63.463,0.014956,6.7569,0.014808,3600501,0,239.65,NaN,NaN,NaN,NaN,NaN
110.77,5604.2,-63.39,0.0020077,63.427,0.01247,6.5589,0.012307,3601431,0,239.62,NaN,NaN,NaN,NaN,NaN
111.27,5572.5,-63.358,0.0020129,63.396,0.013201,6.7688,0.013047,3602635,0,239.62,NaN,NaN,NaN,NaN,NaN
111.77,5540.8,-63.327,0.0019181,63.358,0.0039332,6.824,0.0034337,3603480,0,239.58,NaN,NaN,NaN,NaN,NaN
112.27,5509.2,-63.296,0.0019451,63.327,0.0029466,6.7884,0.0022134,3604680,0,239.59,NaN,NaN,NaN,NaN,NaN
112.77,5477.5,-63.262,0.002095,63.304,0.016462,7.0511,0.016328,3606351,0,239.66,NaN,NaN,NaN,NaN,NaN
113.27,5445.9,-63.231,0.0018966,63.262,0.0022181,7.0696,0.0011502,3606902,0,239.58,NaN,NaN,NaN,NaN,NaN
113.77,5414.3,-63.199,0.0020209,63.237,0.013808,6.8498,0.013659,3608440,0,239.63,NaN,NaN,NaN,NaN,NaN
114.27,5382.7,-63.167,0.0019909,63.205,0.013487,7.0644,0.013339,3609540,0,239.62,NaN,NaN,NaN,NaN,NaN
114.77,5351.1,-63.137,0.0018834,63.167,0.0024523,7.0897,0.0015706,3610328,0,239.58,NaN,NaN,NaN,NaN,NaN
115.27,5319.6,-63.106,0.0019307,63.137,0.0055198,7.1729,0.0051711,3611581,0,239.59,NaN,NaN,NaN,NaN,NaN
115.77,5288,-63.074,0.001964,63.108,0.0093413,7.0259,0.0091325,3612827,0,239.61,NaN,NaN,NaN,NaN,NaN
116.27,5256.5,-63.043,0.0019125,63.074,0.0020325,7.037,6.879e-4,3613803,0,239.59,NaN,NaN,NaN,NaN,NaN
116.77,5225,-63.01,0.0020746,63.053,0.017251,7.3125,0.017126,3615503,0,239.66,NaN,NaN,NaN,NaN,NaN
117.27,5193.5,-62.98,0.0018721,63.011,0.0063632,7.4104,0.0060815,3616033,0,239.58,NaN,NaN,NaN,NaN,NaN
117.77,5162,-62.949,0.0019078,62.981,0.0074057,7.5255,0.0071558,3617240,0,239.59,NaN,NaN,NaN,NaN,NaN
118.27,5130.5,-62.918,0.0019004,62.95,0.0050549,7.6008,0.0046841,3618327,0,239.59,NaN,NaN,NaN,NaN,NaN
118.77,5099.1,-62.886,0.0019978,62.925,0.014101,7.8254,0.013958,3619788,0,239.63,NaN,NaN,NaN,NaN,NaN
119.27,5067.6,-62.856,0.0018826,62.888,0.0079114,7.7018,0.0076841,3620569,0,239.59,NaN,NaN,NaN,NaN,NaN
119.77,5036.2,-62.826,0.0018939,62.858,0.007312,7.8154,0.0070625,3621708,0,239.59,NaN,NaN,NaN,NaN,NaN
120.27,5004.8,-62.795,0.0019128,62.828,0.0093656,7.6679,0.0091682,3622883,0,239.6,NaN,NaN,NaN,NaN,NaN
120.77,4973.4,-62.764,0.0018975,62.797,0.0084792,7.5349,0.0082642,3623957,0,239.6,NaN,NaN,NaN,NaN,NaN
121.27,4942,-62.732,0.0020105,62.773,0.01708,7.8078,0.016962,3625484,0,239.65,NaN,NaN,NaN,NaN,NaN
121.77,4910.7,-62.695,0.0022627,62.761,0.030242,8.2929,0.030157,3627616,0,239.79,NaN,NaN,NaN,NaN,NaN
122.27,4879.4,-62.669,0.0016732,62.699,0.011593,8.1084,0.011471,3626931,0,239.55,NaN,NaN,NaN,NaN,NaN
122.77,4848,-62.639,0.0018341,62.676,0.015721,7.8572,0.015614,3628428,0,239.6,NaN,NaN,NaN,NaN,NaN
123.27,4816.7,-62.609,0.0018565,62.647,0.015838,7.6042,0.015729,3629575,0,239.61,NaN,NaN,NaN,NaN,NaN
123.77,4785.4,-62.58,0.0018421,62.615,0.01441,7.3743,0.014292,3630611,0,239.6,NaN,NaN,NaN,NaN,NaN
124.27,4754.1,-62.551,0.001802,62.582,0.010062,7.215,0.0098996,3631542,0,239.58,NaN,NaN,NaN,NaN,NaN
124.77,4722.9,-62.521,0.0018332,62.554,0.0097011,7.3683,0.0095263,3632694,0,239.59,NaN,NaN,NaN,NaN,NaN
125.27,4691.6,-62.492,0.0018041,62.521,0.0034191,7.415,0.0029044,3633654,0,239.57,NaN,NaN,NaN,NaN,NaN
125.77,4660.4,-62.463,0.0018364,62.493,0.0049092,7.4882,0.0045528,3634813,0,239.58,NaN,NaN,NaN,NaN,NaN
126.27,4629.1,-62.433,0.0018511,62.464,0.0066588,7.3853,0.0063964,3635940,0,239.59,NaN,NaN,NaN,NaN,NaN
126.77,4597.9,-62.403,0.0018306,62.433,0.0025491,7.4139,0.001774,3636956,0,239.58,NaN,NaN,NaN,NaN,NaN
127.27,4566.7,-62.373,0.0019037,62.408,0.012178,7.2204,0.012028,3638293,0,239.62,NaN,NaN,NaN,NaN,NaN
127.77,4535.6,-62.343,0.0018467,62.376,0.010195,7.0591,0.010026,3639230,0,239.6,NaN,NaN,NaN,NaN,NaN
128.27,4504.4,-62.313,0.0018579,62.346,0.010726,6.8891,0.010564,3640362,0,239.6,NaN,NaN,NaN,NaN,NaN
128.77,4473.3,-62.283,0.0018642,62.314,0.0053874,6.9704,0.0050546,3641490,0,239.59,NaN,NaN,NaN,NaN,NaN
129.27,4442.1,-62.253,0.0018919,62.283,0.0022472,6.9509,0.0012126,3642699,0,239.6,NaN,NaN,NaN,NaN,NaN
129.77,4411,-62.22,0.0020118,62.259,0.013815,7.1708,0.013668,3644273,0,239.65,NaN,NaN,NaN,NaN,NaN
130.27,4379.9,-62.188,0.0020088,62.229,0.01622,7.4297,0.016095,3645512,0,239.66,NaN,NaN,NaN,NaN,NaN
130.77,4348.8,-62.152,0.0022194,62.212,0.027605,7.8724,0.027515,3647527,0,239.77,NaN,NaN,NaN,NaN,NaN
131.27,4317.7,-62.123,0.001803,62.16,0.015323,8.1172,0.015217,3647456,0,239.61,NaN,NaN,NaN,NaN,NaN
131.77,4286.7,-62.094,0.0017903,62.126,0.0098974,7.9606,0.0097342,3648466,0,239.59,NaN,NaN,NaN,NaN,NaN
132.27,4255.7,-62.062,0.0020089,62.107,0.020326,7.6352,0.020227,3650316,0,239.68,NaN,NaN,NaN,NaN,NaN
132.77,4224.6,-62.032,0.0019012,62.071,0.01734,7.3579,0.017235,3651185,0,239.64,NaN,NaN,NaN,NaN,NaN
133.27,4193.6,-62.003,0.0017596,62.032,0.0028652,7.3215,0.0022612,3651830,0,239.57,NaN,NaN,NaN,NaN,NaN
133.77,4162.6,-61.97,0.0020897,62.019,0.023085,6.9517,0.02299,3654062,0,239.71,NaN,NaN,NaN,NaN,NaN
134.27,4131.6,-61.942,0.0017296,61.97,0.0022864,6.9277,0.0014954,3654091,0,239.57,NaN,NaN,NaN,NaN,NaN
134.77,4100.7,-61.913,0.0018149,61.942,0.0026141,6.9579,0.0018813,3655404,0,239.59,NaN,NaN,NaN,NaN,NaN
135.27,4069.7,-61.882,0.0018924,61.915,0.0095849,6.8068,0.0093962,3656769,0,239.62,NaN,NaN,NaN,NaN,NaN
135.77,4038.8,-61.852,0.0018853,61.885,0.0094359,6.658,0.0092457,3657903,0,239.62,NaN,NaN,NaN,NaN,NaN
136.27,4007.9,-61.822,0.0018455,61.852,0.0035698,6.7072,0.0030557,3658913,0,239.6,NaN,NaN,NaN,NaN,NaN
136.77,3977,-61.79,0.0020076,61.832,0.017392,6.9851,0.017275,3660622,0,239.67,NaN,NaN,NaN,NaN,NaN
137.27,3946.1,-61.761,0.0017836,61.79,0.001947,6.9725,7.8065e-4,3661072,0,239.58,NaN,NaN,NaN,NaN,NaN
137.77,3915.2,-61.729,0.0020093,61.773,0.019079,7.2777,0.018973,3662959,0,239.68,NaN,NaN,NaN,NaN,NaN
138.27,3884.4,-61.7,0.0018012,61.732,0.010637,7.1091,0.010483,3663472,0,239.6,NaN,NaN,NaN,NaN,NaN
138.77,3853.5,-61.67,0.0018702,61.706,0.014059,6.8849,0.013934,3664807,0,239.63,NaN,NaN,NaN,NaN,NaN
139.27,3822.7,-61.641,0.0018188,61.673,0.010723,6.7149,0.010568,3665771,0,239.61,NaN,NaN,NaN,NaN,NaN
139.77,3791.9,-61.611,0.0018049,61.642,0.0072095,6.8272,0.0069799,3666823,0,239.6,NaN,NaN,NaN,NaN,NaN
140.27,3761.1,-61.581,0.001916,61.619,0.015223,7.0702,0.015102,3668318,0,239.65,NaN,NaN,NaN,NaN,NaN
140.77,3730.3,-61.552,0.0017604,61.581,0.0023863,7.0961,0.001611,3668942,0,239.58,NaN,NaN,NaN,NaN,NaN
141.27,3699.5,-61.523,0.0017969,61.552,0.0018042,7.0935,1.6178e-4,3670125,0,239.59,NaN,NaN,NaN,NaN,NaN
141.77,3668.8,-61.494,0.0018151,61.524,0.0026231,7.063,0.0018937,3671279,0,239.6,NaN,NaN,NaN,NaN,NaN
142.27,3638,-61.464,0.0018893,61.499,0.011834,7.251,0.011682,3672657,0,239.63,NaN,NaN,NaN,NaN,NaN
142.77,3607.3,-61.431,0.002051,61.48,0.023039,7.6201,0.022947,3674427,0,239.72,NaN,NaN,NaN,NaN,NaN
143.27,3576.6,-61.402,0.0017828,61.438,0.015487,7.8676,0.015384,3674773,0,239.62,NaN,NaN,NaN,NaN,NaN
143.77,3545.9,-61.375,0.0016909,61.403,0.0057031,7.78,0.0054467,3675511,0,239.57,NaN,NaN,NaN,NaN,NaN
144.27,3515.2,-61.345,0.0018564,61.382,0.015299,8.0243,0.015186,3677113,0,239.64,NaN,NaN,NaN,NaN,NaN
144.77,3484.6,-61.318,0.0017149,61.345,0.0035121,7.9749,0.003065,3677743,0,239.58,NaN,NaN,NaN,NaN,NaN
145.27,3453.9,-61.289,0.0017663,61.318,0.004928,8.049,0.0046006,3678951,0,239.59,NaN,NaN,NaN,NaN,NaN
145.77,3423.3,-61.261,0.0017742,61.289,0.0032353,8.0925,0.0027055,3.68e6,0,239.59,NaN,NaN,NaN,NaN,NaN
146.27,3392.7,-61.232,0.0017815,61.261,0.0031281,8.0511,0.0025712,3681153,0,239.6,NaN,NaN,NaN,NaN,NaN
146.77,3362,-61.202,0.0018567,61.237,0.012648,7.8498,0.012511,3682518,0,239.63,NaN,NaN,NaN,NaN,NaN
147.27,3331.5,-61.174,0.0017558,61.203,0.005868,7.7598,0.0055992,3683310,0,239.59,NaN,NaN,NaN,NaN,NaN
147.77,3300.9,-61.145,0.0018124,61.177,0.01129,7.5805,0.011144,3684585,0,239.62,NaN,NaN,NaN,NaN,NaN
148.27,3270.3,-61.117,0.001733,61.145,0.0021808,7.6018,0.0013238,3685417,0,239.59,NaN,NaN,NaN,NaN,NaN
148.77,3239.8,-61.089,0.0017515,61.117,0.0019305,7.5887,8.1182e-4,3686531,0,239.59,NaN,NaN,NaN,NaN,NaN
149.27,3209.2,-61.06,0.0017713,61.089,0.0055132,7.5048,0.0052209,3687670,0,239.6,NaN,NaN,NaN,NaN,NaN
149.77,3178.7,-61.032,0.0017539,61.06,0.0021469,7.4848,0.0012382,3688693,0,239.59,NaN,NaN,NaN,NaN,NaN
150.27,3148.2,-61.004,0.0017569,61.032,0.0023802,7.5107,0.0016058,3689776,0,239.6,NaN,NaN,NaN,NaN,NaN
150.77,3117.7,-60.975,0.001771,61.005,0.0059603,7.6022,0.0056911,3690903,0,239.6,NaN,NaN,NaN,NaN,NaN
151.27,3087.2,-60.947,0.0017664,60.977,0.0073254,7.4879,0.0071092,3691975,0,239.61,NaN,NaN,NaN,NaN,NaN
151.77,3056.7,-60.919,0.0017505,60.948,0.006659,7.3845,0.0064248,3693006,0,239.6,NaN,NaN,NaN,NaN,NaN
152.27,3026.3,-60.891,0.0017264,60.919,0.0018392,7.3947,6.3422e-4,3693992,0,239.59,NaN,NaN,NaN,NaN,NaN
152.77,2995.9,-60.863,0.0017322,60.891,0.0017801,7.4013,4.1048e-4,3695065,0,239.59,NaN,NaN,NaN,NaN,NaN
153.27,2965.4,-60.834,0.0017844,60.866,0.010532,7.2343,0.01038,3696317,0,239.62,NaN,NaN,NaN,NaN,NaN
153.77,2935,-60.807,0.0017044,60.834,0.0024882,7.2052,0.0018128,3697135,0,239.59,NaN,NaN,NaN,NaN,NaN
154.27,2904.6,-60.779,0.0017391,60.808,0.0070529,7.3151,0.0068351,3698298,0,239.6,NaN,NaN,NaN,NaN,NaN
154.77,2874.2,-60.751,0.0017112,60.779,0.0036245,7.3665,0.0031951,3699264,0,239.59,NaN,NaN,NaN,NaN,NaN
155.27,2843.9,-60.723,0.0017705,60.752,0.0039973,7.4242,0.0035838,3700527,0,239.61,NaN,NaN,NaN,NaN,NaN
155.77,2813.5,-60.692,0.0018937,60.729,0.014147,7.6497,0.01402,3702086,0,239.66,NaN,NaN,NaN,NaN,NaN
156.27,2783.2,-60.664,0.0017839,60.694,0.0080553,7.5233,0.0078553,3702903,0,239.62,NaN,NaN,NaN,NaN,NaN
156.77,2752.9,-60.632,0.0019875,60.677,0.021095,7.1855,0.021001,3704779,0,239.71,NaN,NaN,NaN,NaN,NaN
157.27,2722.5,-60.604,0.0017044,60.633,0.0077544,7.0638,0.0075648,3705057,0,239.6,NaN,NaN,NaN,NaN,NaN
157.77,2692.3,-60.575,0.0018389,60.611,0.014545,7.2959,0.014429,3706602,0,239.65,NaN,NaN,NaN,NaN,NaN
158.27,2662,-60.544,0.0018751,60.584,0.017855,7.5816,0.017756,3707913,0,239.67,NaN,NaN,NaN,NaN,NaN
158.77,2631.7,-60.516,0.0017774,60.551,0.014247,7.809,0.014135,3708764,0,239.64,NaN,NaN,NaN,NaN,NaN
159.27,2601.5,-60.489,0.0016949,60.516,0.0050191,7.733,0.0047242,3709577,0,239.6,NaN,NaN,NaN,NaN,NaN
159.77,2571.2,-60.46,0.0017936,60.492,0.01114,7.5561,0.010995,3710986,0,239.63,NaN,NaN,NaN,NaN,NaN
160.27,2541,-60.431,0.001769,60.462,0.0090852,7.4127,0.0089113,3712039,0,239.62,NaN,NaN,NaN,NaN,NaN
160.77,2510.8,-60.403,0.0017561,60.432,0.0064967,7.3121,0.0062549,3713111,0,239.61,NaN,NaN,NaN,NaN,NaN
161.27,2480.6,-60.374,0.0018051,60.406,0.010511,7.4787,0.010355,3714402,0,239.64,NaN,NaN,NaN,NaN,NaN
161.77,2450.4,-60.346,0.0017439,60.375,0.0047088,7.549,0.004374,3715330,0,239.61,NaN,NaN,NaN,NaN,NaN
162.27,2420.2,-60.316,0.0018873,60.354,0.017033,7.2767,0.016928,3716959,0,239.68,NaN,NaN,NaN,NaN,NaN
162.77,2390.1,-60.288,0.00174,60.319,0.010715,7.4468,0.010572,3717658,0,239.62,NaN,NaN,NaN,NaN,NaN
163.27,2360,-60.26,0.001719,60.289,0.0074727,7.3298,0.0072723,3718675,0,239.61,NaN,NaN,NaN,NaN,NaN
163.77,2329.8,-60.232,0.0017167,60.26,0.002615,7.3615,0.0019727,3719747,0,239.61,NaN,NaN,NaN,NaN,NaN
164.27,2299.7,-60.204,0.0017351,60.232,0.0020701,7.3797,0.0011291,3720892,0,239.61,NaN,NaN,NaN,NaN,NaN
